Employee_ID,Age,Experience_Years,Education,Department,Job_Level,Performance_Rating,Projects_Completed,Certifications,Weekly_Work_Hours,Remote_Work,City_Tier,Job_Satisfaction,Salary_LPA,Salary_Status
10594,58,38,Bachelor,Marketing,10,4.3,32,15,43.5,No,Tier 2,1,2.5,High
10595,32,8,Bachelor,HR,3,3.1,15,4,39.6,No,Tier 1,4,1.35,Low
10596,44,20,Bachelor,Sales,6,2.9,16,9,35.8,No,Tier 2,1,2.11,High
10597,48,28,PhD,Sales,8,5.0,25,9,40.7,Yes,Tier 1,5,2.5,High
10598,28,6,Diploma,Sales,2,3.9,9,3,49.2,Yes,Tier 1,1,1.2,Low
10599,48,21,PhD,Finance,6,3.9,21,7,43.6,No,Tier 1,2,2.44,High
10600,56,31,Master,HR,8,3.9,27,12,42.1,Yes,Tier 3,4,2.5,High
10601,46,24,Bachelor,Finance,8,4.4,21,9,51.5,No,Tier 2,4,2.5,High
10602,28,1,High School,Marketing,2,3.8,4,2,40.9,No,Tier 2,3,0.75,Low
10603,48,24,Bachelor,Finance,8,4.0,26,10,39.0,Yes,Tier 3,2,2.5,High
10604,48,25,Bachelor,Marketing,7,2.8,25,9,45.0,Yes,Tier 1,3,2.5,High
10605,57,30,Diploma,Marketing,9,4.1,25,11,45.1,No,Tier 2,1,2.5,High
10606,56,36,Master,Marketing,10,3.3,29,13,40.1,No,Tier 3,5,2.5,High
10607,47,23,PhD,Operations,6,3.9,20,8,39.0,Yes,Tier 1,4,2.5,High
10608,37,13,Bachelor,Finance,4,2.4,10,6,50.2,No,Tier 1,5,1.74,Low
10609,29,4,Master,Operations,2,3.9,7,3,40.8,No,Tier 3,1,1.03,Low
10610,53,33,High School,HR,10,2.0,31,13,35.7,No,Tier 3,1,2.5,High
10611,40,15,Bachelor,Finance,4,3.3,15,7,44.0,Yes,Tier 1,2,1.86,Low
10612,33,13,Diploma,HR,4,2.4,18,4,47.5,Yes,Tier 1,3,1.66,Low
10613,48,23,Bachelor,HR,7,3.9,26,8,42.0,No,Tier 1,4,2.5,High
10614,49,22,PhD,Marketing,7,3.5,21,7,45.7,Yes,Tier 1,4,2.5,High
10615,33,11,Master,Finance,4,3.0,14,5,37.8,Yes,Tier 1,5,1.74,Low
10616,55,32,High School,HR,9,4.4,26,12,46.1,No,Tier 2,2,2.5,High
10617,26,3,Bachelor,Sales,2,2.9,4,0,38.2,Yes,Tier 3,1,0.82,Low
10618,38,18,Bachelor,HR,5,1.5,21,10,44.5,Yes,Tier 1,2,2.02,Low
10619,25,4,Bachelor,Sales,2,3.8,5,0,46.8,Yes,Tier 3,4,1.02,Low
10620,45,19,Master,Finance,6,2.4,22,8,43.5,No,Tier 1,3,2.25,High
10621,22,0,Master,Operations,2,2.9,6,2,36.8,Yes,Tier 1,5,0.96,Low
10622,30,6,Bachelor,Finance,3,3.2,10,3,37.0,No,Tier 2,1,1.15,Low
10623,50,30,Bachelor,Operations,8,2.6,24,12,51.0,No,Tier 1,1,2.5,High
10624,25,0,Bachelor,Operations,1,3.2,2,0,39.2,No,Tier 1,1,0.68,Low
10625,53,28,Diploma,Finance,8,2.6,27,11,46.8,Yes,Tier 3,3,2.5,High
10626,21,0,Bachelor,HR,1,3.6,1,0,43.6,Yes,Tier 1,4,0.75,Low
10627,38,16,Bachelor,IT,5,2.7,15,8,38.0,No,Tier 2,4,2.0,Low
10628,52,27,Master,HR,7,3.5,26,11,40.3,Yes,Tier 1,2,2.5,High
10629,31,6,Master,HR,3,4.3,6,2,51.5,No,Tier 1,2,1.36,Low
10630,41,21,High School,Marketing,6,4.0,18,9,60.0,No,Tier 2,4,2.29,High
10631,46,26,Bachelor,Marketing,8,3.4,19,12,41.4,No,Tier 3,1,2.5,High
10632,45,18,Diploma,HR,6,2.9,16,6,41.1,Yes,Tier 1,3,2.01,Low
10633,42,18,Diploma,Sales,6,3.6,19,7,34.8,No,Tier 2,4,1.97,Low
10634,47,27,Master,Operations,8,3.0,22,10,34.8,Yes,Tier 3,3,2.5,High
10635,33,13,High School,Marketing,5,3.6,13,5,38.7,Yes,Tier 2,5,1.72,Low
10636,53,33,Bachelor,HR,9,2.4,29,11,40.8,No,Tier 1,1,2.5,High
10637,54,27,Diploma,IT,7,4.0,23,10,42.9,No,Tier 2,5,2.5,High
10638,55,31,Master,Sales,8,3.5,30,11,46.5,No,Tier 2,4,2.5,High
10639,21,0,Bachelor,Finance,1,4.9,7,1,44.1,No,Tier 2,2,0.85,Low
10640,41,19,Diploma,HR,6,4.3,21,7,46.5,No,Tier 2,4,2.18,High
10641,26,0,Bachelor,HR,2,3.9,1,2,39.9,Yes,Tier 1,5,0.9,Low
10642,48,22,Master,Operations,7,3.4,26,10,42.6,Yes,Tier 2,3,2.5,High
10643,37,17,PhD,Sales,5,3.0,19,5,41.2,No,Tier 2,4,2.04,Low
10644,25,0,Diploma,Marketing,1,4.1,2,1,36.7,Yes,Tier 2,2,0.66,Low
10645,51,27,Master,Marketing,7,3.4,23,12,33.1,No,Tier 3,5,2.5,High
10646,25,0,PhD,Marketing,1,4.3,6,2,39.7,Yes,Tier 3,4,0.92,Low
10647,58,36,Master,Finance,10,3.8,32,14,30.6,Yes,Tier 2,5,2.5,High
10648,23,0,Bachelor,Sales,2,3.8,1,2,37.3,Yes,Tier 2,5,0.83,Low
10649,43,21,Bachelor,Sales,6,3.9,19,8,45.7,No,Tier 2,1,2.27,High
10650,57,35,Bachelor,Marketing,9,2.9,30,13,43.9,No,Tier 2,3,2.5,High
10651,57,33,Master,Marketing,10,2.8,27,12,43.1,Yes,Tier 3,1,2.5,High
10652,30,4,Bachelor,Operations,3,2.8,9,4,48.9,Yes,Tier 2,5,1.26,Low
10653,30,5,Master,IT,3,4.2,9,3,39.4,No,Tier 1,2,1.28,Low
10654,39,15,Bachelor,IT,5,2.9,17,6,46.4,Yes,Tier 2,2,1.99,Low
10655,37,17,Master,HR,5,3.0,19,8,39.0,No,Tier 2,1,2.03,Low
10656,41,14,Master,HR,5,3.8,12,6,44.4,No,Tier 2,2,1.88,Low
10657,34,11,Diploma,Sales,4,3.3,10,5,43.8,No,Tier 2,5,1.57,Low
10658,29,7,Master,Sales,3,3.3,12,3,44.0,No,Tier 1,4,1.4,Low
10659,21,0,Bachelor,Finance,2,3.2,3,1,41.1,Yes,Tier 1,5,0.91,Low
10660,33,6,Master,Finance,2,2.0,4,3,44.6,No,Tier 1,4,1.14,Low
10661,24,0,Bachelor,IT,1,2.9,4,1,45.0,No,Tier 1,2,0.77,Low
10662,21,0,Bachelor,HR,1,4.3,5,1,35.8,No,Tier 1,3,0.81,Low
10663,60,36,Master,IT,10,3.1,33,13,47.2,Yes,Tier 3,3,2.5,High
10664,52,28,Bachelor,IT,8,2.3,23,12,36.8,No,Tier 1,5,2.5,High
10665,54,31,Master,HR,8,2.8,33,13,38.6,No,Tier 3,5,2.5,High
10666,48,24,Bachelor,Finance,8,3.7,18,8,44.2,No,Tier 1,2,2.5,High
10667,51,24,Bachelor,Operations,8,3.7,22,9,46.0,Yes,Tier 1,3,2.5,High
10668,28,8,Bachelor,Operations,4,3.3,14,3,44.1,Yes,Tier 2,3,1.44,Low
10669,59,35,Bachelor,Operations,10,3.1,32,11,44.6,No,Tier 1,5,2.5,High
10670,46,25,Bachelor,HR,7,2.6,25,10,37.3,No,Tier 3,3,2.48,High
10671,54,28,High School,Marketing,9,3.7,23,11,40.4,Yes,Tier 1,5,2.5,High
10672,23,0,Bachelor,Marketing,1,4.0,4,4,32.7,No,Tier 1,1,0.72,Low
10673,32,11,High School,Marketing,4,4.3,12,5,38.4,Yes,Tier 3,3,1.51,Low
10674,21,0,PhD,Sales,2,2.8,1,1,36.3,Yes,Tier 1,4,0.99,Low
10675,25,0,PhD,Finance,2,4.4,5,0,43.1,Yes,Tier 1,2,1.01,Low
10676,50,30,Bachelor,Finance,8,3.5,25,11,54.8,Yes,Tier 1,5,2.5,High
10677,50,28,Master,Sales,9,3.5,24,12,46.8,Yes,Tier 2,3,2.5,High
10678,37,12,Bachelor,IT,4,4.1,14,6,31.8,Yes,Tier 1,3,1.66,Low
10679,43,17,Master,Operations,5,3.1,16,11,35.4,Yes,Tier 2,5,2.06,Low
10680,35,10,Master,Marketing,4,2.1,11,3,36.5,No,Tier 3,4,1.49,Low
10681,57,33,PhD,Operations,9,4.0,29,13,34.2,No,Tier 3,3,2.5,High
10682,41,15,Bachelor,Marketing,4,3.7,19,6,41.6,No,Tier 1,1,1.94,Low
10683,34,8,Master,Operations,4,3.3,7,5,44.1,Yes,Tier 1,2,1.54,Low
10684,22,2,Bachelor,IT,2,3.9,3,4,36.5,Yes,Tier 1,5,1.02,Low
10685,31,5,PhD,Operations,3,4.0,8,4,41.9,No,Tier 2,3,1.35,Low
10686,59,36,High School,Operations,10,2.5,29,12,44.1,No,Tier 1,2,2.5,High
10687,58,37,Bachelor,HR,10,3.5,30,15,46.5,Yes,Tier 3,5,2.5,High
10688,54,33,Master,Operations,10,2.0,30,10,43.8,Yes,Tier 2,5,2.5,High
10689,58,37,Master,HR,10,3.4,35,11,44.7,No,Tier 1,5,2.5,High
10690,54,31,Diploma,Finance,9,3.3,30,12,42.8,No,Tier 2,4,2.5,High
10691,38,13,PhD,Sales,5,3.8,14,7,37.9,No,Tier 1,1,1.89,Low
10692,50,30,Diploma,Operations,8,2.8,25,12,39.0,No,Tier 1,5,2.5,High
10693,35,9,Bachelor,Finance,4,3.2,11,7,36.4,No,Tier 1,4,1.54,Low
10694,47,24,Diploma,HR,7,1.4,24,10,50.5,No,Tier 1,5,2.4,High
10695,54,33,Bachelor,Operations,10,3.9,30,12,35.7,Yes,Tier 2,5,2.5,High
10696,58,34,Bachelor,Operations,10,3.4,33,14,47.8,No,Tier 2,4,2.5,High
10697,53,31,Bachelor,IT,8,3.6,25,11,35.7,Yes,Tier 1,1,2.5,High
10698,44,18,Diploma,Finance,6,2.5,16,8,46.8,No,Tier 3,2,1.98,Low
10699,35,12,Diploma,Marketing,4,3.8,15,6,47.9,No,Tier 1,3,1.67,Low
10700,50,23,Bachelor,Marketing,7,4.6,18,8,48.8,No,Tier 1,5,2.5,High
10701,37,14,Master,IT,5,3.4,13,7,37.8,No,Tier 1,1,2.05,Low
10702,25,5,Master,HR,2,3.9,5,6,43.8,Yes,Tier 2,3,1.23,Low
10703,49,29,High School,Marketing,9,2.9,22,13,40.0,Yes,Tier 3,5,2.5,High
10704,24,1,Bachelor,Marketing,2,3.5,3,1,38.6,No,Tier 2,3,0.88,Low
10705,30,9,Diploma,Sales,3,2.5,12,7,43.2,No,Tier 3,4,1.31,Low
10706,37,15,High School,Finance,5,4.0,15,7,47.1,Yes,Tier 1,1,1.88,Low
10707,30,4,Master,HR,2,3.6,8,3,40.0,No,Tier 1,1,1.15,Low
10708,37,17,Bachelor,Operations,6,2.7,20,7,44.6,Yes,Tier 2,2,1.98,Low
10709,40,14,Diploma,Finance,4,3.0,13,7,38.5,Yes,Tier 2,2,1.67,Low
10710,44,23,Diploma,HR,7,3.5,28,9,37.8,Yes,Tier 1,3,2.46,High
10711,25,0,High School,Marketing,1,4.1,2,2,41.4,No,Tier 3,4,0.66,Low
10712,54,30,Master,Sales,8,4.5,26,11,41.7,Yes,Tier 1,3,2.5,High
10713,26,6,PhD,Finance,3,3.4,6,5,46.3,No,Tier 1,5,1.4,Low
10714,22,1,Diploma,Marketing,2,2.6,5,3,36.7,Yes,Tier 2,1,0.82,Low
10715,33,12,Diploma,HR,4,3.7,12,5,53.8,Yes,Tier 2,3,1.67,Low
10716,31,9,Master,Finance,4,4.7,10,3,34.0,No,Tier 1,3,1.51,Low
10717,43,21,Master,Operations,6,2.4,19,9,44.1,No,Tier 1,1,2.35,High
10718,36,12,Bachelor,Finance,5,2.9,12,5,41.6,Yes,Tier 2,1,1.75,Low
10719,51,30,High School,Marketing,9,3.9,27,11,39.8,Yes,Tier 2,2,2.5,High
10720,31,6,High School,Finance,2,3.6,7,3,42.1,No,Tier 2,2,1.08,Low
10721,36,15,Bachelor,Operations,4,3.1,14,5,46.4,Yes,Tier 2,1,1.7,Low
10722,28,6,Bachelor,Sales,3,3.6,10,2,47.1,No,Tier 1,3,1.26,Low
10723,24,0,High School,Sales,2,4.1,2,2,41.9,No,Tier 3,5,0.67,Low
10724,60,40,Bachelor,Marketing,10,3.4,36,15,44.7,Yes,Tier 3,3,2.5,High
10725,24,4,High School,HR,3,3.4,4,3,36.3,No,Tier 1,5,0.96,Low
10726,45,19,Master,Marketing,6,3.9,17,8,42.1,No,Tier 1,1,2.25,High
10727,23,0,Bachelor,Sales,1,3.3,1,1,45.0,Yes,Tier 1,5,0.81,Low
10728,52,30,High School,IT,9,4.2,32,12,31.6,Yes,Tier 2,2,2.5,High
10729,23,0,Bachelor,IT,2,4.8,6,3,43.4,Yes,Tier 3,1,0.98,Low
10730,47,22,Bachelor,Finance,6,2.9,22,9,42.2,No,Tier 2,4,2.35,High
10731,49,27,PhD,Operations,7,2.7,30,13,49.3,No,Tier 3,5,2.5,High
10732,52,28,Bachelor,Finance,8,3.7,27,11,43.8,Yes,Tier 1,5,2.5,High
10733,39,18,Bachelor,IT,6,2.7,17,6,45.4,Yes,Tier 2,4,2.23,High
10734,41,17,Master,Sales,5,2.7,18,8,41.6,Yes,Tier 1,4,2.15,High
10735,25,0,Bachelor,Finance,1,2.2,6,1,46.2,Yes,Tier 1,1,0.81,Low
10736,38,16,Master,Marketing,5,3.3,14,8,45.8,Yes,Tier 2,3,2.08,Low
10737,48,21,Bachelor,Operations,6,3.5,17,9,36.5,No,Tier 1,4,2.32,High
10738,42,17,Bachelor,Marketing,6,3.2,18,7,44.6,Yes,Tier 2,5,2.07,Low
10739,41,14,High School,Operations,5,4.4,13,8,48.9,Yes,Tier 2,4,1.87,Low
10740,26,5,Bachelor,Sales,3,4.4,1,3,47.9,No,Tier 3,1,1.18,Low
10741,21,1,Master,Finance,1,4.8,1,0,43.1,Yes,Tier 1,1,0.98,Low
10742,25,5,Master,Operations,2,3.5,6,4,44.6,Yes,Tier 2,5,1.24,Low
10743,32,7,Diploma,Marketing,2,4.3,9,4,47.6,Yes,Tier 3,5,1.23,Low
10744,46,23,Diploma,Finance,6,3.7,22,11,37.3,Yes,Tier 3,5,2.29,High
10745,54,32,Master,Finance,9,3.6,34,11,45.4,No,Tier 2,3,2.5,High
10746,34,12,PhD,Marketing,4,3.2,12,5,33.1,No,Tier 2,5,1.68,Low
10747,46,26,High School,IT,8,2.0,24,10,47.3,Yes,Tier 1,1,2.5,High
10748,47,21,Bachelor,Operations,7,3.9,16,10,41.1,Yes,Tier 2,1,2.38,High
10749,29,5,Bachelor,Marketing,2,4.3,7,4,42.6,Yes,Tier 2,4,1.15,Low
10750,46,20,Master,Sales,7,2.5,20,8,40.2,No,Tier 2,5,2.39,High
10751,42,21,High School,HR,6,3.5,16,9,42.8,No,Tier 2,3,2.13,High
10752,50,26,Diploma,Marketing,7,4.1,21,9,44.3,No,Tier 1,2,2.5,High
10753,37,13,Master,Finance,5,3.3,15,7,46.8,Yes,Tier 1,4,1.91,Low
10754,46,21,High School,Finance,6,4.3,18,9,49.5,Yes,Tier 2,3,2.25,High
10755,56,36,Bachelor,Marketing,10,3.4,32,16,43.2,No,Tier 1,5,2.5,High
10756,21,0,Bachelor,HR,1,3.2,4,2,34.7,No,Tier 1,3,0.66,Low
10757,28,2,Bachelor,Marketing,1,4.3,10,3,49.5,No,Tier 1,2,1.06,Low
10758,55,35,Bachelor,HR,10,2.9,30,14,35.6,Yes,Tier 1,3,2.5,High
10759,35,9,Bachelor,HR,3,3.0,15,4,40.9,No,Tier 3,2,1.32,Low
10760,42,15,Diploma,Sales,4,2.9,10,8,40.5,No,Tier 2,2,1.83,Low
10761,34,14,Bachelor,Operations,4,2.8,15,6,43.1,No,Tier 1,2,1.8,Low
10762,46,21,Master,Finance,7,3.6,19,8,36.7,Yes,Tier 2,3,2.4,High
10763,48,25,Master,Finance,7,3.2,22,10,36.4,No,Tier 1,5,2.5,High
10764,43,19,Diploma,HR,5,3.8,20,8,42.9,Yes,Tier 2,1,2.07,Low
10765,34,9,Diploma,Finance,3,2.4,10,4,39.0,No,Tier 1,1,1.25,Low
10766,44,22,Bachelor,IT,7,2.8,16,9,49.7,Yes,Tier 3,3,2.41,High
10767,22,1,Bachelor,HR,2,3.5,1,2,40.2,No,Tier 1,5,0.94,Low
10768,46,23,Bachelor,Finance,7,4.5,23,9,37.9,No,Tier 2,1,2.5,High
10769,34,12,Master,IT,5,3.7,9,6,51.4,Yes,Tier 3,2,1.86,Low
10770,27,3,High School,Sales,2,3.1,7,3,45.3,No,Tier 3,3,0.8,Low
10771,23,0,High School,Finance,1,2.5,3,1,56.6,Yes,Tier 1,3,0.67,Low
10772,43,23,Bachelor,IT,7,3.1,21,8,33.4,Yes,Tier 2,4,2.46,High
10773,38,14,Master,Marketing,5,3.5,14,6,44.0,Yes,Tier 1,4,1.98,Low
10774,58,33,Diploma,Operations,9,2.0,31,12,45.4,Yes,Tier 2,4,2.5,High
10775,55,34,Bachelor,Marketing,10,2.7,27,12,43.1,No,Tier 1,5,2.5,High
10776,35,10,Bachelor,IT,3,3.0,11,4,41.2,Yes,Tier 3,3,1.39,Low
10777,45,22,Master,HR,7,3.3,18,9,49.2,No,Tier 1,4,2.5,High
10778,57,34,Master,HR,9,3.5,31,14,45.3,No,Tier 2,3,2.5,High
10779,48,27,Bachelor,Finance,7,3.1,26,11,34.6,No,Tier 2,2,2.5,High
10780,30,3,Diploma,Marketing,2,3.8,6,4,38.7,No,Tier 3,4,0.84,Low
10781,59,37,Bachelor,HR,10,3.6,34,14,37.2,Yes,Tier 2,3,2.5,High
10782,37,15,Diploma,HR,4,3.3,13,7,42.4,No,Tier 1,5,1.76,Low
10783,59,36,Master,Marketing,10,3.9,32,15,47.7,Yes,Tier 1,5,2.5,High
10784,42,19,Master,Sales,5,3.9,18,9,41.1,No,Tier 1,5,2.33,High
10785,46,20,Master,HR,6,2.6,18,9,41.7,No,Tier 2,4,2.31,High
10786,45,25,Master,Operations,7,3.5,21,10,38.1,No,Tier 2,5,2.5,High
10787,37,11,Bachelor,IT,3,4.1,11,5,46.8,Yes,Tier 2,1,1.63,Low
10788,33,7,Diploma,Finance,2,4.2,6,4,49.2,No,Tier 1,2,1.26,Low
10789,40,13,Master,HR,5,3.7,9,5,42.8,No,Tier 2,3,1.82,Low
10790,45,23,Bachelor,Operations,6,3.3,20,6,50.9,No,Tier 2,1,2.3,High
10791,24,0,Master,Operations,2,3.8,5,2,40.3,Yes,Tier 3,4,0.94,Low
10792,30,3,Bachelor,HR,2,4.0,6,4,36.0,No,Tier 2,3,1.0,Low
10793,23,2,High School,Sales,1,3.6,1,2,47.0,Yes,Tier 1,3,0.77,Low
10794,38,16,PhD,IT,5,3.6,15,6,42.5,No,Tier 1,5,2.13,High
10795,56,36,Diploma,Finance,10,3.3,34,13,40.1,No,Tier 1,3,2.5,High
10796,42,17,PhD,HR,5,2.6,15,5,43.4,Yes,Tier 2,3,2.06,Low
10797,54,31,PhD,Finance,8,3.4,24,11,35.1,Yes,Tier 2,2,2.5,High
10798,28,5,Master,Marketing,3,3.1,13,2,34.3,No,Tier 1,4,1.27,Low
10799,60,40,Master,Operations,10,3.1,35,14,43.5,Yes,Tier 1,1,2.5,High
10800,39,12,Bachelor,Operations,5,4.4,10,4,45.2,Yes,Tier 1,5,1.72,Low
10801,57,31,Master,HR,8,4.1,28,10,50.0,No,Tier 3,2,2.5,High
10802,26,5,Bachelor,HR,2,2.4,7,2,47.4,No,Tier 1,1,1.02,Low
10803,46,19,Bachelor,Marketing,6,2.8,14,9,46.2,No,Tier 1,1,2.17,High
10804,54,31,Bachelor,Sales,8,3.3,28,11,49.4,Yes,Tier 1,2,2.5,High
10805,26,2,Bachelor,HR,2,3.1,7,1,45.4,Yes,Tier 1,5,1.06,Low
10806,57,31,Bachelor,Operations,8,3.7,27,13,41.3,No,Tier 2,4,2.5,High
10807,53,30,Bachelor,Finance,9,2.7,22,12,47.6,No,Tier 3,2,2.5,High
10808,42,18,Bachelor,IT,5,4.1,18,5,47.4,No,Tier 1,2,2.11,High
10809,41,14,Master,Finance,5,3.5,16,7,43.0,No,Tier 2,2,1.99,Low
10810,26,6,Diploma,Sales,2,3.3,6,4,37.0,Yes,Tier 1,5,1.17,Low
10811,26,6,PhD,IT,2,3.5,6,4,34.1,Yes,Tier 3,2,1.19,Low
10812,24,0,Master,Finance,2,3.2,9,1,47.2,No,Tier 1,2,1.05,Low
10813,50,27,Master,Finance,7,2.2,23,12,45.4,No,Tier 1,3,2.5,High
10814,31,9,Bachelor,Marketing,3,3.5,7,4,46.1,No,Tier 2,3,1.41,Low
10815,50,26,Master,Sales,8,3.3,24,7,47.4,No,Tier 1,3,2.5,High
10816,51,30,High School,Operations,8,2.9,28,10,38.5,No,Tier 1,3,2.5,High
10817,44,21,Master,Marketing,6,4.2,21,9,33.6,No,Tier 2,2,2.35,High
10818,29,8,High School,IT,3,3.9,3,4,45.6,Yes,Tier 2,3,1.25,Low
10819,23,0,Master,Operations,2,5.0,1,1,49.0,No,Tier 2,1,0.99,Low
10820,51,29,PhD,Marketing,9,4.0,29,10,44.8,No,Tier 2,4,2.5,High
10821,60,38,Bachelor,Sales,10,3.1,34,14,35.6,Yes,Tier 2,3,2.5,High
10822,57,31,Diploma,HR,9,2.9,25,12,44.2,No,Tier 2,5,2.5,High
10823,56,30,Master,HR,9,3.2,30,11,37.4,Yes,Tier 2,4,2.5,High
10824,44,22,Bachelor,IT,6,3.1,23,9,35.3,No,Tier 2,1,2.34,High
10825,51,26,Master,HR,7,3.6,23,10,43.0,No,Tier 1,4,2.5,High
10826,26,4,Diploma,Marketing,3,2.5,8,3,43.8,No,Tier 1,4,1.12,Low
10827,22,2,Diploma,IT,1,3.9,10,1,42.5,No,Tier 1,1,0.92,Low
10828,40,20,PhD,Operations,6,3.6,16,10,45.2,No,Tier 1,3,2.41,High
10829,48,23,Master,Sales,6,3.8,23,12,39.0,No,Tier 2,1,2.49,High
10830,31,4,Master,IT,2,2.8,11,5,43.4,No,Tier 1,5,1.21,Low
10831,24,0,Bachelor,Operations,2,3.7,5,2,40.6,Yes,Tier 1,1,0.96,Low
10832,35,8,Master,IT,4,4.3,8,2,41.7,Yes,Tier 1,2,1.59,Low
10833,26,5,Bachelor,Finance,2,2.9,8,1,44.3,No,Tier 1,2,1.11,Low
10834,50,23,Bachelor,Finance,6,2.9,25,9,48.3,No,Tier 2,4,2.48,High
10835,58,35,Master,IT,10,4.0,28,13,44.5,Yes,Tier 2,3,2.5,High
10836,22,0,Bachelor,HR,1,2.9,3,1,46.1,Yes,Tier 2,3,0.81,Low
10837,35,12,Bachelor,Finance,4,3.3,12,6,43.1,Yes,Tier 1,2,1.73,Low
10838,31,6,Bachelor,Sales,2,4.5,6,2,45.4,No,Tier 3,5,1.19,Low
10839,28,8,Master,Operations,4,2.9,10,6,48.2,No,Tier 3,1,1.41,Low
10840,46,20,Diploma,Marketing,7,4.5,19,10,52.4,Yes,Tier 2,1,2.46,High
10841,25,2,Master,Finance,1,3.3,6,1,49.1,No,Tier 3,1,0.89,Low
10842,26,6,Diploma,IT,2,2.8,11,1,42.7,Yes,Tier 2,5,1.03,Low
10843,46,22,Bachelor,HR,6,3.9,17,9,48.7,No,Tier 3,5,2.33,High
10844,24,3,Master,Marketing,1,3.6,6,4,45.7,No,Tier 3,1,0.91,Low
10845,39,15,Diploma,Operations,4,3.5,15,6,40.0,No,Tier 3,1,1.6,Low
10846,40,15,High School,Operations,4,3.0,16,7,45.8,Yes,Tier 2,5,1.71,Low
10847,53,26,Diploma,Finance,8,3.6,24,10,37.4,Yes,Tier 2,1,2.5,High
10848,40,13,Bachelor,Operations,5,2.2,11,6,45.8,No,Tier 2,5,1.76,Low
10849,32,10,Master,Operations,3,3.6,15,6,51.8,Yes,Tier 1,4,1.75,Low
10850,21,0,High School,HR,2,4.3,8,2,47.1,No,Tier 1,2,0.82,Low
10851,46,24,Master,HR,7,2.4,24,10,49.0,No,Tier 3,2,2.48,High
10852,34,10,Bachelor,HR,3,3.2,12,3,41.1,Yes,Tier 1,5,1.44,Low
10853,58,35,Bachelor,IT,10,2.9,31,16,45.4,No,Tier 2,1,2.5,High
10854,57,36,Master,Operations,10,2.5,34,12,46.5,Yes,Tier 1,2,2.5,High
10855,31,9,Bachelor,Operations,3,2.2,4,5,41.5,No,Tier 1,3,1.39,Low
10856,56,31,Bachelor,Operations,8,2.7,28,12,46.4,No,Tier 3,1,2.5,High
10857,33,8,High School,Sales,4,3.3,8,4,45.3,Yes,Tier 3,5,1.21,Low
10858,23,1,High School,HR,2,4.2,4,3,46.5,No,Tier 2,3,0.83,Low
10859,53,26,Bachelor,Marketing,7,2.5,27,9,37.8,Yes,Tier 1,5,2.5,High
10860,26,4,High School,Finance,2,3.7,6,2,49.4,No,Tier 2,1,1.0,Low
10861,30,9,Bachelor,Marketing,3,3.6,9,3,45.3,Yes,Tier 1,4,1.52,Low
10862,25,3,Bachelor,IT,2,4.6,2,4,42.4,No,Tier 1,4,1.18,Low
10863,43,22,Bachelor,IT,6,3.9,20,9,42.5,No,Tier 1,4,2.49,High
10864,30,5,Diploma,Operations,3,3.9,9,4,42.8,Yes,Tier 2,1,1.19,Low
10865,22,0,Bachelor,Marketing,1,4.0,1,2,38.9,No,Tier 1,1,0.75,Low
10866,33,9,Master,Operations,4,2.9,5,7,48.9,No,Tier 2,3,1.5,Low
10867,60,34,PhD,Sales,10,3.1,36,15,47.8,No,Tier 1,1,2.5,High
10868,22,0,High School,IT,2,4.2,4,2,48.2,No,Tier 1,1,0.87,Low
10869,40,15,Master,IT,5,2.2,14,7,50.6,No,Tier 1,3,1.98,Low
10870,21,0,Bachelor,Marketing,1,3.1,6,1,43.9,Yes,Tier 3,3,0.77,Low
10871,57,33,Bachelor,IT,10,2.6,30,13,34.7,No,Tier 2,5,2.5,High
10872,29,8,Bachelor,Sales,4,3.7,13,5,46.1,No,Tier 1,2,1.48,Low
10873,37,13,High School,Sales,5,3.2,17,5,46.0,Yes,Tier 2,2,1.75,Low
10874,29,5,High School,Sales,2,3.9,4,4,50.8,Yes,Tier 3,5,1.01,Low
10875,31,10,Bachelor,Finance,3,3.4,12,6,48.4,No,Tier 2,4,1.5,Low
10876,35,12,Bachelor,Sales,4,2.5,17,4,43.7,No,Tier 2,1,1.65,Low
10877,44,20,Master,Sales,6,2.5,17,8,42.3,No,Tier 1,3,2.29,High
10878,58,36,Bachelor,Finance,10,3.5,29,13,48.0,No,Tier 2,3,2.5,High
10879,55,29,Diploma,Operations,8,3.0,24,11,30.0,Yes,Tier 2,4,2.5,High
10880,50,25,Master,HR,8,3.2,25,9,44.2,No,Tier 2,3,2.5,High
10881,51,28,Bachelor,IT,9,4.1,26,9,47.7,No,Tier 3,4,2.5,High
10882,25,4,Bachelor,Sales,3,4.0,1,2,42.4,Yes,Tier 1,5,1.21,Low
10883,34,11,Master,IT,3,4.7,13,4,41.1,Yes,Tier 1,4,1.66,Low
10884,31,11,Master,Marketing,4,3.3,11,6,44.5,No,Tier 3,2,1.57,Low
10885,29,9,Master,IT,4,3.1,10,5,49.7,No,Tier 2,4,1.65,Low
10886,54,30,Master,Operations,8,3.8,25,12,45.3,Yes,Tier 1,5,2.5,High
10887,32,8,Master,Finance,4,3.1,10,2,39.6,Yes,Tier 1,4,1.51,Low
10888,55,33,PhD,IT,9,3.2,32,11,49.1,Yes,Tier 3,5,2.5,High
10889,55,29,Bachelor,IT,9,3.4,25,10,50.1,Yes,Tier 1,2,2.5,High
